no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,vol,class_no,class_nm,loan_count,bookImageURL,bookDtlUrl
117,117,무례한 사람에게 웃으며 대처하는 법 :인생 자체는 긍정적으로 개소리에는 단호하게 ,정문정 지음,가나문화콘텐츠,2018,9788957369364,03810,,189.2,철학 > 심리학 > 응용심리학 일반,105,http://image.aladin.co.kr/product/12769/86/cover/8957369368_1.jpg,https://data4library.kr/bookV?seq=3680075
118,117,"총, 균, 쇠 ",재레드 다이아몬드 지음 ;김진준 옮김,문학사상,2013,9788970128856,03900,,389,"사회과학 > 풍속, 민속학 > 민족학",105,https://bookthumb-phinf.pstatic.net/cover/071/526/07152669.jpg?type=m1&udate=20171111,https://data4library.kr/bookV?seq=1926757
119,117,덧니가 보고 싶어 :정세랑 장편소설 ,지은이: 정세랑,난다,2019,9791188862375,03810,,813.7,문학 > 한국문학 > 소설,105,https://image.aladin.co.kr/product/21433/88/cover/k302636099_1.jpg,https://data4library.kr/bookV?seq=5515958
120,120,상관없는 거 아닌가? :장기하 산문 ,지은이: 장기하,문학동네,2020,9788954674607,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,104,https://image.aladin.co.kr/product/25037/97/cover/8954674607_1.jpg,https://data4library.kr/bookV?seq=5747521
121,120,미드나잇 선 ,스테프니 메이어 지음 ;심연희 옮김,미래엔,2020,9791164137084,04840,2,843.6,문학 > 영미문학 > 소설,104,https://image.aladin.co.kr/product/25811/1/cover/k872736333_1.jpg,https://data4library.kr/bookV?seq=5828683
122,120,언스크립티드 :부의 추월차선 완결판 ,엠제이 드마코 지음 ;안시열 옮김,토트,2018,9791187444213,13320,,325.211,사회과학 > 경제학 > 경영관리,104,http://image.aladin.co.kr/product/12926/54/cover/k702532384_1.jpg,https://data4library.kr/bookV?seq=3690012
123,120,우리가 우리를 우리라고 부를 때 :N번방 추적기와 우리의 이야기 ,추적단 불꽃 지음,이봄,2020,9791190582353,03300,,334.223,"사회과학 > 사회학, 사회문제 > 사회문제",104,https://image.aladin.co.kr/product/25217/36/cover/k862633809_1.jpg,https://data4library.kr/bookV?seq=5772841
124,124,정의란 무엇인가 ,지은이: 마이클 샌델 ;옮긴이: 김명철,미래엔,2014,9788937834790,03300,,193,"철학 > 윤리학, 도덕철학 > 국가 및 정치윤리",103,http://image.aladin.co.kr/product/10826/23/cover/k742530554_1.jpg,https://data4library.kr/bookV?seq=2763903
125,124,파과 :구병모 장편소설 ,지은이: 구병모,자음과모음,2013,9788957077740,03810,,813.7,문학 > 한국문학 > 소설,103,https://bookthumb-phinf.pstatic.net/cover/072/689/07268920.jpg?type=m1&udate=20150801,https://data4library.kr/bookV?seq=1962669
126,126,어디서 살 것인가우리가 살고 싶은 곳의 기준을 바꾸다,유현준 지음,부산일보사,2018,9788932473802,03540,,540.04,기술과학 > 건축공학 > 건축공학,102,http://image.aladin.co.kr/product/14799/66/cover/8932473803_1.jpg,https://data4library.kr/bookV?seq=3760231
127,126,위저드 베이커리 =구병모 장편소설 /Wizard bakery ,지은이: 구병모,창비,2009,9788936433697,03810,,813.7,문학 > 한국문학 > 소설,102,http://image.aladin.co.kr/product/346/0/cover/8936433695_1.jpg,https://data4library.kr/bookV?seq=2314042
128,128,그녀는 다 계획이 있다 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,대원씨아이,2021,9791136264473,03830,,833.6,문학 > 일본문학 > 소설,101,https://image.aladin.co.kr/product/26427/0/cover/k182738525_1.jpg,https://data4library.kr/bookV?seq=5918285
129,128,존리의 금융문맹 탈출 :대한민국 경제독립 프로젝트 ,존리 지음,베가북스,2020,9791190242516,03320,,327.8,사회과학 > 경제학 > 금융,101,https://image.aladin.co.kr/product/25244/1/cover/k542633100_1.jpg,https://data4library.kr/bookV?seq=5775204
